tx_id,date,product,base_cost,competitor_price,price,promotion,marketing,seasonality,day_of_week,elasticity,demand,revenue
873,2023-03-05,P15,17.71,22.93,19.09,0,789.98,3,6,-1.345,18.89,360.61
874,2023-07-12,P16,45.16,46.39,52.27,0,1722.22,7,2,-0.744,60.42,3158.15
875,2023-02-11,P11,12.24,13.56,14.82,0,866.14,2,5,-1.403,45.66,676.68
876,2023-01-14,P15,33.22,39.99,38.43,0,1788.57,1,5,-2.859,24.52,942.3
877,2023-10-28,P12,8.88,11.87,11.43,0,353.86,10,5,-1.942,9.32,106.53
878,2023-04-09,P13,5.32,7.19,5.0,1,573.21,4,6,-0.525,91.08,455.4
879,2023-05-20,P20,33.94,48.15,54.79,1,890.63,5,5,-2.017,8.46,463.52
880,2023-10-09,P7,22.79,21.44,21.93,0,1189.16,10,0,-1.358,21.82,478.51
881,2023-08-09,P7,44.27,64.35,58.0,0,403.71,8,2,-1.169,5.14,298.12
882,2023-05-17,P9,25.36,33.68,36.99,0,409.13,5,2,-1.85,23.94,885.54
883,2023-07-02,P18,6.91,8.14,9.45,0,286.18,7,6,-2.93,4.31,40.73
884,2023-09-11,P6,23.28,34.89,27.75,1,515.27,9,0,-0.803,84.83,2354.03
885,2023-11-01,P5,11.42,15.73,13.01,0,1331.67,11,2,-1.024,44.44,578.16
886,2023-07-18,P17,21.66,23.03,23.07,0,1209.29,7,1,-2.274,16.9,389.88
887,2023-07-24,P14,20.75,19.48,16.96,0,1829.81,7,0,-0.473,70.37,1193.48
888,2023-04-11,P5,28.9,41.07,38.57,1,1052.56,4,1,-1.972,28.76,1109.27
889,2023-04-07,P6,45.6,59.1,66.39,0,1004.25,4,4,-0.97,30.69,2037.51
890,2023-01-28,P14,25.37,34.6,30.65,1,1182.86,1,5,-0.634,24.78,759.51
891,2023-09-09,P17,12.13,14.93,16.43,0,445.31,9,5,-1.436,0.08,1.31
892,2023-03-13,P15,24.31,25.01,23.55,1,1081.79,3,0,-1.625,33.98,800.23
893,2023-11-16,P5,20.41,28.16,24.54,0,714.82,11,3,-0.966,55.62,1364.91
894,2023-04-21,P17,25.57,32.38,28.56,0,1345.72,4,4,-0.215,132.81,3793.05
895,2023-06-13,P14,16.25,20.02,15.84,1,54.47,6,1,-2.263,8.58,135.91
896,2023-01-11,P4,17.48,23.63,24.95,0,609.21,1,2,-0.527,55.38,1381.73
897,2023-10-03,P7,47.84,51.38,43.6,0,999.3,10,1,-1.388,37.09,1617.12
898,2023-02-08,P2,31.61,44.85,50.45,0,440.95,2,2,-1.584,2.44,123.1
899,2023-03-06,P20,9.56,10.93,10.26,0,996.14,3,0,-2.046,12.73,130.61
900,2023-11-16,P9,16.98,22.82,19.07,0,1750.35,11,3,-2.525,30.73,586.02
901,2023-02-26,P12,36.55,51.44,45.57,0,1265.08,2,6,-2.908,16.05,731.4
902,2023-08-05,P9,36.02,40.54,38.61,0,1397.95,8,5,-2.888,12.68,489.57
903,2023-03-01,P18,46.86,62.56,66.2,0,1242.06,3,2,-2.32,16.21,1073.1
904,2023-10-12,P16,8.77,12.63,14.64,0,1617.92,10,3,-1.95,26.88,393.52
905,2023-06-18,P16,45.99,67.68,57.79,0,1120.21,6,6,-2.094,28.83,1666.09
906,2023-06-03,P5,20.07,26.93,24.07,0,805.96,6,5,-1.515,17.12,412.08
907,2023-07-31,P1,15.35,20.61,20.13,0,506.94,7,0,-2.076,14.92,300.34
908,2023-02-17,P19,30.84,33.83,28.31,0,376.33,2,4,-2.542,12.44,352.18
909,2023-08-02,P20,40.04,58.75,56.05,0,425.0,8,2,-2.016,8.73,489.32
910,2023-11-22,P4,30.04,43.73,45.8,0,381.53,11,2,-0.252,128.25,5873.85
911,2023-07-04,P7,32.41,33.75,40.02,0,1243.35,7,1,-0.487,114.98,4601.5
912,2023-10-29,P7,21.27,30.94,30.91,0,351.47,10,6,-2.435,10.46,323.32
913,2023-03-14,P17,19.77,23.51,25.19,0,1308.73,3,1,-1.228,24.69,621.94
914,2023-11-09,P6,47.36,51.37,61.07,0,984.66,11,3,-2.479,13.11,800.63
915,2023-07-13,P6,11.22,12.26,14.32,0,1281.76,7,3,-2.726,10.91,156.23
916,2023-08-04,P18,41.3,57.83,56.37,1,1808.35,8,4,-1.781,36.24,2042.85
917,2023-06-30,P8,23.81,22.63,20.01,0,927.04,6,4,-2.1,32.17,643.72
918,2023-02-14,P14,16.38,14.79,14.53,0,548.02,2,1,-2.67,0.06,0.87
919,2023-04-14,P2,9.31,10.61,9.73,0,1686.43,4,4,-1.218,33.54,326.34
920,2023-05-28,P7,28.43,27.95,25.21,0,313.26,5,6,-0.718,85.37,2152.18
921,2023-07-15,P3,14.13,21.17,21.72,0,749.37,7,5,-2.958,5.81,126.19
922,2023-04-03,P18,26.85,31.8,37.84,0,1100.41,4,0,-0.481,67.47,2553.06
923,2023-08-04,P13,23.37,32.92,30.64,0,1659.79,8,4,-1.362,41.52,1272.17
924,2023-10-11,P3,11.82,13.65,14.41,0,382.84,10,2,-0.614,53.52,771.22
925,2023-06-18,P12,12.44,14.92,12.77,1,28.13,6,6,-2.371,13.69,174.82
926,2023-01-20,P12,34.08,44.47,50.92,0,1941.54,1,4,-1.75,30.48,1552.04
927,2023-01-04,P1,48.6,47.06,47.73,0,1835.24,1,2,-1.275,41.94,2001.8
928,2023-07-13,P1,17.4,16.82,20.08,0,111.14,7,3,-0.81,55.96,1123.68
929,2023-07-13,P4,33.39,42.46,49.23,0,1003.85,7,3,-1.285,28.54,1405.02
930,2023-11-24,P19,32.61,29.91,29.85,1,1035.62,11,4,-0.708,120.78,3605.28
931,2023-04-08,P7,13.5,12.64,11.99,0,1718.89,4,5,-2.73,25.29,303.23
932,2023-05-20,P11,31.28,32.91,30.92,0,1803.48,5,5,-1.795,31.02,959.14
933,2023-09-14,P14,28.84,33.75,37.08,0,1787.62,9,3,-1.96,30.81,1142.43
934,2023-02-07,P11,39.66,58.72,52.95,0,1709.49,2,1,-1.096,44.3,2345.68
935,2023-01-10,P8,25.11,27.45,23.13,0,457.83,1,1,-2.441,14.2,328.45
936,2023-08-25,P12,33.86,40.25,38.68,0,265.51,8,4,-2.056,18.64,721.0
937,2023-04-16,P16,34.21,43.95,46.57,0,646.74,4,6,-0.945,17.32,806.59
938,2023-07-19,P6,8.28,9.5,7.86,0,889.49,7,2,-2.166,27.99,220.0
939,2023-04-20,P20,5.23,5.95,6.42,0,980.25,4,3,-2.366,20.82,133.66
940,2023-02-04,P17,5.75,6.81,7.32,0,1412.25,2,5,-0.731,59.6,436.27
941,2023-11-30,P1,22.69,27.57,27.23,0,1498.76,11,3,-2.545,32.24,877.9
942,2023-03-10,P12,25.02,25.97,22.25,0,1344.8,3,4,-2.265,42.87,953.86
943,2023-03-11,P11,45.15,55.67,51.82,0,529.17,3,5,-0.381,110.67,5734.92
944,2023-08-11,P15,18.5,17.6,18.1,0,1383.27,8,4,-1.713,37.56,679.84
945,2023-03-21,P5,38.94,51.54,54.68,0,1300.33,3,1,-2.567,10.2,557.74
946,2023-01-26,P9,36.26,49.97,47.4,0,1602.16,1,3,-2.905,23.5,1113.9
947,2023-11-10,P17,31.75,32.16,30.61,0,231.26,11,4,-0.354,116.16,3555.66
948,2023-12-02,P11,48.29,51.86,51.51,0,1190.22,12,5,-0.921,86.41,4450.98
949,2023-03-03,P16,34.18,32.28,34.0,0,1927.71,3,4,-2.265,23.85,810.9
950,2023-07-30,P15,31.34,32.3,38.59,0,756.42,7,6,-1.448,35.31,1362.61
951,2023-08-09,P2,40.01,43.7,51.23,0,1528.55,8,2,-0.723,86.2,4416.03
952,2023-08-14,P14,15.92,14.9,14.44,0,400.94,8,0,-0.991,61.01,880.98
953,2023-11-06,P15,20.96,25.46,27.46,0,1455.45,11,0,-1.308,46.34,1272.5
954,2023-04-11,P20,37.45,42.2,34.73,0,1691.74,4,1,-2.625,16.98,589.72
955,2023-01-07,P8,34.31,35.19,42.05,0,1098.25,1,5,-1.629,12.06,507.12
956,2023-08-26,P18,39.77,36.21,42.73,0,1430.56,8,5,-0.46,103.68,4430.25
957,2023-09-07,P20,45.0,41.78,42.21,1,1048.96,9,3,-0.303,44.71,1887.21
958,2023-03-07,P1,47.75,60.64,58.71,0,322.8,3,1,-1.504,3.95,231.9
959,2023-07-31,P5,21.57,29.68,27.54,0,1627.01,7,0,-2.109,27.01,743.86
960,2023-01-25,P3,23.35,29.3,33.87,0,554.83,1,2,-1.656,14.86,503.31
961,2023-09-20,P5,43.34,47.38,45.02,0,138.64,9,2,-0.222,58.87,2650.33
962,2023-05-18,P18,25.63,24.2,27.49,0,920.74,5,3,-1.53,27.67,760.65
963,2023-11-30,P2,15.85,22.92,21.41,0,425.58,11,3,-1.501,22.24,476.16
964,2023-10-08,P19,42.56,54.26,44.02,0,1276.4,10,6,-1.714,26.12,1149.8
965,2023-12-17,P7,11.79,17.06,17.15,0,930.96,12,6,-2.265,18.75,321.56
966,2023-01-11,P18,5.39,7.23,6.95,0,971.11,1,2,-0.441,92.04,639.68
967,2023-11-11,P15,20.56,24.2,21.09,1,1685.41,11,5,-2.547,36.59,771.68
968,2023-10-21,P17,44.59,49.76,48.29,0,918.06,10,5,-1.776,18.29,883.22
969,2023-10-09,P6,45.27,61.62,68.11,1,810.23,10,0,-1.911,22.8,1552.91
970,2023-05-18,P10,17.74,20.76,18.43,0,11.84,5,3,-1.155,22.62,416.89
971,2023-05-07,P16,14.41,15.63,16.01,0,800.5,5,6,-1.415,37.58,601.66
972,2023-05-14,P10,30.56,30.86,31.91,0,1590.91,5,6,-3.0,22.46,716.7
973,2023-02-01,P18,15.53,14.3,16.32,0,256.92,2,2,-2.824,13.89,226.68
974,2023-12-22,P3,42.48,46.46,54.21,0,1427.77,12,4,-0.4,76.74,4160.08
975,2023-04-19,P2,37.39,40.28,47.34,0,505.43,4,2,-2.509,4.46,211.14
976,2023-02-20,P6,46.34,64.27,65.03,0,918.04,2,0,-2.64,11.21,728.99
977,2023-01-16,P8,35.75,46.17,46.58,0,428.04,1,0,-0.881,56.6,2636.43
978,2023-10-01,P4,30.59,39.84,38.57,1,532.93,10,6,-2.205,18.33,706.99
979,2023-08-10,P13,42.54,40.88,30.98,1,1115.3,8,3,-1.56,12.91,399.95
980,2023-03-10,P7,35.18,46.3,44.72,0,1888.98,3,4,-1.752,32.3,1444.46
981,2023-12-15,P17,31.82,37.18,44.18,0,180.74,12,4,-2.723,8.27,365.37
982,2023-04-22,P14,12.46,15.91,15.51,0,235.53,4,5,-2.736,9.62,149.21
983,2023-04-30,P3,47.19,61.95,55.44,0,1917.4,4,6,-2.044,18.83,1043.94
984,2023-05-18,P7,34.11,48.36,54.74,1,1232.91,5,3,-1.304,28.98,1586.37
985,2023-03-27,P6,16.73,23.78,26.28,0,630.45,3,0,-2.645,12.11,318.25
986,2023-12-30,P3,28.99,38.01,34.55,0,1066.86,12,5,-1.43,42.48,1467.68
987,2023-06-23,P20,15.61,16.45,18.76,0,1224.64,6,4,-0.43,130.53,2448.74
988,2023-02-21,P15,11.07,15.93,12.17,1,1298.9,2,1,-0.38,40.84,497.02
989,2023-10-16,P1,7.27,10.32,11.34,0,691.68,10,0,-2.758,14.74,167.15
990,2023-02-19,P15,37.52,55.33,46.54,0,36.72,2,6,-1.328,22.56,1049.94
991,2023-07-13,P18,48.6,51.14,41.17,0,1927.96,7,3,-1.082,68.9,2836.61
992,2023-01-21,P16,17.97,23.81,19.68,1,1442.91,1,5,-0.83,55.64,1095.0
993,2023-12-30,P3,48.17,61.91,54.78,0,327.8,12,5,-2.618,8.13,445.36
994,2023-06-13,P15,30.02,36.42,37.03,0,102.06,6,1,-1.226,30.12,1115.34
995,2023-12-17,P14,28.96,33.52,39.9,0,636.31,12,6,-1.809,20.1,801.99
996,2023-03-21,P6,7.84,8.06,6.54,0,665.4,3,1,-2.858,34.25,224.0
997,2023-09-15,P9,49.71,66.68,67.82,0,1347.3,9,4,-2.885,9.85,668.03
998,2023-04-06,P13,23.4,29.83,25.45,0,1284.82,4,3,-1.401,31.53,802.44
999,2023-09-09,P5,5.3,6.8,7.58,0,22.95,9,5,-1.484,17.38,131.74
1000,2023-09-18,P13,6.71,9.46,6.66,1,1016.95,9,0,-1.783,11.3,75.26
